order_id,user_id,order_date,product_id,product_category,product_name,quantity,price_per_unit,payment_method,order_status
1317,U095,2025-04-27,P225,Electronics,Wireless Mouse,2,59.98,PayPal,Processing
1318,U095,2025-04-11,P186,Books,Data Engineering 101,1,84.31,PayPal,Delivered
1319,U098,2025-04-09,P543,Kitchen,Toaster,1,38.6,PayPal,Returned
1320,U131,2025-04-06,P643,Electronics,Bluetooth Headphones,1,68.79,UPI,Processing
1321,U091,2025-05-03,P416,Home Decor,Wall Art,4,11.29,UPI,Cancelled
1322,U123,2025-04-29,P986,Kitchen,Blender,5,57.25,PayPal,Processing
1323,U015,2025-04-08,P277,Kitchen,Microwave,3,13.33,PayPal,Processing
1324,U029,2025-04-24,P972,Electronics,Bluetooth Headphones,3,25.8,PayPal,Returned
1325,U172,2025-04-29,P697,Fashion,Sneakers,1,85.51,UPI,Processing
1326,U048,2025-05-03,P197,Home Decor,Cushion Cover,3,87.71,Credit Card,Delivered
1327,U048,2025-04-20,P577,Home Decor,Photo Frame,1,99.43,UPI,Cancelled
1328,U143,2025-04-21,P675,Kitchen,Toaster,2,98.15,Debit Card,Delivered
1329,U176,2025-04-27,P622,Electronics,Smartwatch,5,96.23,Credit Card,Delivered
1330,U095,2025-05-03,P533,Fashion,Sneakers,5,34.27,Debit Card,Returned
1331,U087,2025-04-13,P995,Books,Spark for Dummies,1,74.0,Debit Card,Processing
1332,U120,2025-04-10,P666,Kitchen,Blender,1,67.91,PayPal,Delivered
1333,U196,2025-04-27,P587,Fashion,Jeans,2,49.45,Credit Card,Returned
1334,U133,2025-04-20,P140,Books,Clean Code,4,31.96,PayPal,Processing
1335,U143,2025-04-22,P749,Home Decor,Photo Frame,5,76.81,PayPal,Cancelled
1336,U166,2025-04-25,P695,Books,Big Data Explained,4,60.9,PayPal,Processing
1337,U034,2025-04-11,P949,Kitchen,Blender,2,45.58,UPI,Cancelled
1338,U151,2025-04-29,P480,Kitchen,Blender,3,96.98,PayPal,Cancelled
1339,U009,2025-05-01,P331,Electronics,Smartwatch,1,19.38,Debit Card,Processing
1340,U002,2025-04-18,P370,Home Decor,Photo Frame,2,32.68,UPI,Cancelled
1341,U113,2025-04-04,P696,Books,Big Data Explained,4,32.22,PayPal,Delivered
1342,U058,2025-04-21,P556,Electronics,Bluetooth Headphones,2,36.89,Debit Card,Processing
1343,U113,2025-04-20,P574,Electronics,Bluetooth Headphones,4,19.86,Credit Card,Delivered
1344,U148,2025-04-26,P545,Fashion,Jeans,5,27.79,Credit Card,Cancelled
1345,U037,2025-04-12,P176,Electronics,Wireless Mouse,1,25.85,PayPal,Processing
1346,U061,2025-04-28,P236,Kitchen,Toaster,4,18.07,Credit Card,Returned
1347,U097,2025-04-14,P262,Electronics,USB-C Cable,1,52.48,PayPal,Cancelled
1348,U151,2025-04-29,P691,Kitchen,Cutting Board,3,83.16,UPI,Processing
1349,U180,2025-04-10,P851,Fashion,Sneakers,1,45.94,Debit Card,Returned
1350,U037,2025-04-21,P666,Fashion,Jeans,5,82.26,UPI,Cancelled
1351,U067,2025-04-15,P555,Kitchen,Cutting Board,3,17.88,Credit Card,Cancelled
1352,U072,2025-04-15,P531,Home Decor,Wall Clock,1,76.26,PayPal,Cancelled
1353,U058,2025-04-16,P602,Fashion,T-Shirt,3,73.64,Credit Card,Processing
1354,U153,2025-04-17,P870,Electronics,USB-C Cable,4,87.64,Debit Card,Cancelled
1355,U125,2025-04-06,P504,Fashion,Jeans,3,35.31,Credit Card,Delivered
1356,U038,2025-04-20,P392,Home Decor,Wall Art,5,11.81,PayPal,Processing
1357,U063,2025-04-06,P931,Books,Data Engineering 101,2,87.65,UPI,Processing
1358,U115,2025-04-19,P608,Home Decor,Wall Art,5,15.18,UPI,Delivered
1359,U093,2025-04-18,P286,Electronics,USB-C Cable,3,30.28,Debit Card,Returned
1360,U153,2025-04-21,P367,Kitchen,Blender,5,22.28,Credit Card,Returned
1361,U190,2025-04-15,P935,Books,Spark for Dummies,1,30.78,PayPal,Delivered
1362,U029,2025-04-28,P887,Fashion,Sneakers,1,35.3,PayPal,Processing
1363,U177,2025-04-23,P580,Home Decor,Lamp,2,81.51,Credit Card,Returned
1364,U064,2025-04-13,P105,Books,Spark for Dummies,2,22.95,UPI,Returned
1365,U138,2025-05-03,P286,Home Decor,Wall Clock,2,58.32,Credit Card,Processing
1366,U140,2025-04-11,P225,Electronics,USB-C Cable,1,63.44,Debit Card,Processing
1367,U014,2025-04-15,P935,Electronics,Wireless Mouse,3,18.43,Credit Card,Cancelled
1368,U128,2025-04-12,P815,Electronics,Power Bank,4,30.17,Credit Card,Delivered
1369,U138,2025-04-21,P412,Kitchen,Knife Set,1,60.68,UPI,Processing
1370,U165,2025-04-04,P567,Kitchen,Toaster,2,34.75,PayPal,Cancelled
1371,U072,2025-04-23,P777,Books,Data Engineering 101,1,99.0,Credit Card,Returned
1372,U173,2025-05-02,P645,Fashion,Jeans,4,34.91,UPI,Returned
1373,U200,2025-04-19,P486,Electronics,Smartwatch,2,81.64,UPI,Delivered
1374,U161,2025-04-07,P552,Kitchen,Blender,5,31.01,Debit Card,Cancelled
1375,U100,2025-05-02,P635,Books,Spark for Dummies,2,42.61,PayPal,Cancelled
1376,U148,2025-04-05,P401,Electronics,Smartwatch,4,74.04,PayPal,Processing
1377,U179,2025-04-23,P239,Fashion,Jeans,4,89.22,UPI,Cancelled
1378,U049,2025-04-08,P486,Kitchen,Cutting Board,1,62.03,PayPal,Processing
1379,U005,2025-04-18,P122,Fashion,Sneakers,2,11.94,UPI,Returned
1380,U136,2025-04-07,P358,Fashion,Sunglasses,4,63.86,PayPal,Returned
1381,U149,2025-04-22,P449,Fashion,Jeans,4,70.57,Debit Card,Delivered
1382,U060,2025-05-01,P341,Books,Clean Code,1,84.74,Credit Card,Returned
1383,U181,2025-04-22,P187,Kitchen,Cutting Board,5,22.18,PayPal,Processing
1384,U027,2025-04-30,P786,Books,Clean Code,4,82.1,UPI,Cancelled
1385,U083,2025-04-10,P302,Fashion,Sunglasses,2,81.8,Debit Card,Returned
1386,U148,2025-04-10,P257,Home Decor,Wall Clock,4,61.21,PayPal,Processing
1387,U143,2025-04-23,P244,Books,AI Revolution,1,38.0,Credit Card,Delivered
1388,U180,2025-04-19,P632,Home Decor,Lamp,4,70.81,Debit Card,Returned
1389,U023,2025-04-28,P718,Books,AI Revolution,3,16.79,UPI,Returned
1390,U078,2025-05-01,P153,Books,Spark for Dummies,5,72.78,Credit Card,Delivered
1391,U103,2025-04-04,P471,Fashion,Sunglasses,5,96.45,PayPal,Delivered
1392,U002,2025-04-27,P595,Kitchen,Blender,5,43.62,PayPal,Processing
1393,U080,2025-04-19,P262,Kitchen,Blender,2,44.1,UPI,Returned
1394,U026,2025-04-10,P479,Home Decor,Lamp,3,98.63,Debit Card,Cancelled
1395,U066,2025-04-05,P959,Home Decor,Wall Clock,1,94.42,UPI,Delivered
1396,U004,2025-04-27,P118,Home Decor,Cushion Cover,5,85.49,Credit Card,Cancelled
1397,U166,2025-04-28,P770,Kitchen,Knife Set,3,47.04,UPI,Returned
1398,U175,2025-04-04,P476,Books,Data Engineering 101,4,12.96,PayPal,Delivered
1399,U006,2025-04-06,P995,Kitchen,Microwave,3,25.55,Credit Card,Returned
1400,U075,2025-04-17,P178,Electronics,Bluetooth Headphones,5,53.47,Debit Card,Delivered
1401,U050,2025-04-10,P301,Home Decor,Photo Frame,5,98.92,Debit Card,Returned
1402,U077,2025-04-29,P110,Fashion,Jeans,1,73.15,Debit Card,Processing
1403,U180,2025-04-16,P806,Home Decor,Wall Art,5,39.46,Debit Card,Cancelled
1404,U027,2025-05-01,P354,Home Decor,Wall Art,4,61.62,PayPal,Cancelled
1405,U136,2025-04-27,P713,Kitchen,Blender,5,51.86,Credit Card,Returned
1406,U180,2025-05-01,P831,Electronics,Wireless Mouse,4,20.82,PayPal,Cancelled
1407,U078,2025-04-06,P534,Fashion,T-Shirt,5,72.49,Credit Card,Delivered
1408,U188,2025-04-16,P152,Books,Spark for Dummies,2,39.96,PayPal,Returned
1409,U160,2025-04-04,P261,Kitchen,Blender,1,66.68,Debit Card,Cancelled
1410,U141,2025-04-25,P664,Books,Clean Code,2,95.86,UPI,Delivered
1411,U009,2025-04-15,P737,Home Decor,Lamp,4,51.77,Debit Card,Cancelled
1412,U169,2025-04-16,P968,Fashion,Sunglasses,4,96.59,PayPal,Processing
1413,U015,2025-04-12,P398,Electronics,Smartwatch,1,68.63,PayPal,Returned
1414,U064,2025-04-16,P414,Electronics,Bluetooth Headphones,5,75.31,Credit Card,Cancelled
1415,U093,2025-04-26,P594,Fashion,Sunglasses,2,49.27,PayPal,Cancelled
1416,U191,2025-04-14,P555,Electronics,Bluetooth Headphones,4,41.27,UPI,Returned
1417,U160,2025-04-15,P409,Electronics,Smartwatch,3,59.02,Credit Card,Cancelled
1418,U149,2025-04-13,P323,Kitchen,Knife Set,3,68.71,PayPal,Returned
1419,U163,2025-04-07,P940,Kitchen,Toaster,1,25.73,Credit Card,Returned
1420,U166,2025-04-14,P268,Electronics,Smartwatch,3,47.32,Debit Card,Returned
1421,U152,2025-04-26,P480,Home Decor,Lamp,5,62.79,Credit Card,Returned
1422,U069,2025-04-04,P188,Fashion,T-Shirt,4,78.06,Debit Card,Returned
1423,U027,2025-04-07,P861,Kitchen,Cutting Board,1,40.1,PayPal,Returned
1424,U086,2025-04-23,P472,Fashion,T-Shirt,5,89.98,Credit Card,Delivered
1425,U167,2025-04-28,P538,Kitchen,Knife Set,2,38.86,Credit Card,Cancelled
1426,U009,2025-04-26,P636,Books,AI Revolution,1,15.23,PayPal,Cancelled
1427,U075,2025-04-05,P603,Kitchen,Blender,5,23.77,Debit Card,Delivered
1428,U052,2025-04-23,P312,Books,Data Engineering 101,1,59.54,UPI,Processing
1429,U176,2025-04-22,P918,Kitchen,Toaster,5,52.1,Credit Card,Returned
1430,U061,2025-04-21,P960,Books,Big Data Explained,2,54.92,PayPal,Returned
1431,U054,2025-04-22,P603,Electronics,Wireless Mouse,3,10.6,UPI,Processing
1432,U012,2025-04-29,P915,Books,AI Revolution,1,55.14,Credit Card,Cancelled
1433,U104,2025-04-11,P792,Kitchen,Microwave,1,60.12,Debit Card,Delivered
1434,U014,2025-04-10,P597,Fashion,Sunglasses,3,72.8,Debit Card,Cancelled
1435,U083,2025-04-04,P275,Kitchen,Cutting Board,5,22.46,Debit Card,Returned
1436,U084,2025-04-16,P276,Kitchen,Blender,2,14.29,UPI,Cancelled
1437,U041,2025-04-07,P837,Fashion,Jacket,4,33.86,Credit Card,Cancelled
1438,U068,2025-05-02,P696,Electronics,Bluetooth Headphones,5,93.15,UPI,Processing
1439,U150,2025-04-21,P302,Kitchen,Cutting Board,1,16.09,UPI,Processing
1440,U021,2025-04-14,P944,Electronics,Smartwatch,4,95.21,Debit Card,Returned
1441,U128,2025-04-12,P861,Fashion,Jacket,4,49.19,Debit Card,Processing
1442,U180,2025-04-12,P449,Fashion,Sneakers,5,20.93,PayPal,Cancelled
1443,U114,2025-04-15,P145,Electronics,Power Bank,3,12.24,UPI,Returned
1444,U165,2025-04-20,P680,Fashion,Jacket,1,87.22,UPI,Cancelled
1445,U090,2025-04-09,P244,Kitchen,Cutting Board,1,62.06,PayPal,Returned
1446,U161,2025-05-02,P364,Books,AI Revolution,3,26.58,PayPal,Processing
1447,U199,2025-04-15,P958,Electronics,Smartwatch,3,43.22,PayPal,Returned
1448,U097,2025-04-11,P649,Books,Big Data Explained,3,91.21,PayPal,Processing
1449,U144,2025-04-17,P740,Kitchen,Cutting Board,4,29.31,PayPal,Delivered
1450,U093,2025-04-15,P770,Home Decor,Lamp,4,91.38,UPI,Returned
1451,U001,2025-04-21,P681,Electronics,USB-C Cable,5,67.0,UPI,Processing
1452,U127,2025-04-14,P126,Home Decor,Cushion Cover,5,20.72,Debit Card,Delivered
1453,U119,2025-04-16,P474,Electronics,Power Bank,5,42.21,Credit Card,Processing
1454,U094,2025-04-05,P320,Fashion,T-Shirt,3,59.81,PayPal,Cancelled
1455,U032,2025-04-09,P981,Kitchen,Knife Set,4,97.73,PayPal,Delivered
1456,U162,2025-04-06,P349,Kitchen,Cutting Board,2,18.85,Credit Card,Processing
1457,U093,2025-04-11,P794,Fashion,Sneakers,5,52.18,UPI,Processing
1458,U043,2025-04-11,P731,Home Decor,Photo Frame,4,97.98,PayPal,Delivered
1459,U167,2025-04-13,P344,Electronics,USB-C Cable,3,65.3,PayPal,Cancelled
1460,U121,2025-05-03,P597,Kitchen,Toaster,2,88.96,Debit Card,Returned
1461,U120,2025-04-29,P424,Kitchen,Toaster,5,52.11,Debit Card,Processing
1462,U092,2025-04-27,P707,Home Decor,Photo Frame,4,64.23,UPI,Delivered
1463,U029,2025-04-04,P183,Books,Big Data Explained,2,75.9,UPI,Returned
1464,U089,2025-04-14,P376,Electronics,Power Bank,2,95.22,UPI,Delivered
1465,U184,2025-04-27,P490,Electronics,Wireless Mouse,4,94.41,PayPal,Cancelled
1466,U131,2025-04-15,P438,Electronics,Power Bank,1,54.06,UPI,Processing
1467,U039,2025-04-17,P134,Electronics,Bluetooth Headphones,3,45.68,UPI,Processing
1468,U050,2025-04-08,P642,Books,Clean Code,3,18.02,UPI,Processing
1469,U073,2025-04-05,P797,Fashion,Jacket,3,69.14,UPI,Cancelled
1470,U082,2025-04-28,P446,Books,Spark for Dummies,4,75.53,Debit Card,Cancelled
1471,U046,2025-04-18,P487,Home Decor,Photo Frame,4,64.9,PayPal,Cancelled
1472,U054,2025-04-25,P110,Electronics,USB-C Cable,4,37.65,Credit Card,Delivered
1473,U150,2025-04-14,P738,Electronics,Wireless Mouse,4,18.37,UPI,Cancelled
1474,U049,2025-04-11,P497,Home Decor,Wall Clock,4,53.95,PayPal,Processing
1475,U161,2025-04-26,P609,Home Decor,Photo Frame,4,44.65,PayPal,Returned
1476,U121,2025-04-15,P803,Books,Big Data Explained,4,60.09,PayPal,Cancelled
1477,U145,2025-04-13,P154,Books,Big Data Explained,5,48.32,PayPal,Processing
1478,U154,2025-04-17,P841,Home Decor,Cushion Cover,3,43.15,PayPal,Processing
1479,U155,2025-04-05,P584,Home Decor,Wall Art,4,62.21,Debit Card,Delivered
1480,U130,2025-04-29,P234,Fashion,Sneakers,1,33.79,Credit Card,Processing
1481,U108,2025-04-05,P372,Electronics,Bluetooth Headphones,3,59.0,Credit Card,Delivered
1482,U134,2025-04-19,P297,Books,Clean Code,5,65.47,UPI,Delivered
1483,U025,2025-04-06,P235,Fashion,Jacket,2,51.29,PayPal,Processing
1484,U160,2025-04-20,P835,Fashion,Jeans,2,48.33,UPI,Delivered
1485,U008,2025-04-20,P726,Books,Data Engineering 101,3,75.19,UPI,Cancelled
1486,U046,2025-04-23,P870,Electronics,Bluetooth Headphones,2,82.66,PayPal,Delivered
1487,U187,2025-04-06,P983,Books,Data Engineering 101,4,83.52,Credit Card,Returned
1488,U199,2025-04-11,P491,Home Decor,Cushion Cover,3,67.39,Debit Card,Returned
1489,U018,2025-04-14,P529,Home Decor,Wall Clock,4,73.18,Credit Card,Delivered
1490,U140,2025-05-02,P368,Books,AI Revolution,4,30.63,PayPal,Processing
1491,U090,2025-04-13,P517,Electronics,USB-C Cable,3,52.9,Credit Card,Returned
1492,U145,2025-04-12,P149,Electronics,Smartwatch,2,71.6,Credit Card,Cancelled
1493,U170,2025-04-26,P166,Books,Spark for Dummies,3,80.16,Debit Card,Cancelled
1494,U001,2025-04-11,P735,Fashion,Sneakers,3,26.31,Debit Card,Processing
1495,U046,2025-04-06,P198,Home Decor,Wall Art,3,40.25,UPI,Delivered
1496,U017,2025-04-22,P564,Home Decor,Cushion Cover,5,74.03,Credit Card,Processing
1497,U051,2025-05-02,P325,Fashion,Sneakers,4,30.92,PayPal,Delivered
1498,U036,2025-04-06,P265,Books,Big Data Explained,4,62.0,UPI,Processing
1499,U123,2025-04-25,P408,Fashion,Sunglasses,4,20.67,UPI,Delivered
1500,U014,2025-04-18,P122,Home Decor,Cushion Cover,5,51.2,PayPal,Processing
1501,U099,2025-04-08,P856,Electronics,Smartwatch,1,24.95,Credit Card,Cancelled
1502,U030,2025-05-02,P926,Electronics,Bluetooth Headphones,1,91.26,UPI,Delivered
1503,U031,2025-04-24,P407,Books,Spark for Dummies,3,39.11,PayPal,Returned
1504,U024,2025-04-06,P380,Home Decor,Photo Frame,3,41.89,PayPal,Returned
1505,U088,2025-04-24,P308,Kitchen,Blender,1,60.07,UPI,Cancelled
1506,U136,2025-04-28,P456,Electronics,Wireless Mouse,5,41.97,UPI,Delivered
1507,U062,2025-05-03,P625,Electronics,Wireless Mouse,4,31.35,UPI,Delivered
1508,U196,2025-04-12,P265,Home Decor,Wall Clock,4,75.66,PayPal,Returned
1509,U193,2025-04-07,P295,Kitchen,Cutting Board,5,16.34,Credit Card,Delivered
1510,U025,2025-04-26,P670,Kitchen,Knife Set,2,43.19,Credit Card,Returned
1511,U160,2025-04-29,P786,Electronics,Wireless Mouse,3,26.9,UPI,Delivered
1512,U023,2025-04-22,P120,Kitchen,Toaster,4,64.87,Credit Card,Returned
1513,U016,2025-04-06,P547,Books,Spark for Dummies,4,37.93,PayPal,Returned
1514,U091,2025-05-03,P426,Books,AI Revolution,2,37.17,Debit Card,Delivered
1515,U137,2025-04-09,P426,Electronics,Smartwatch,2,30.27,Debit Card,Cancelled
1516,U180,2025-04-21,P924,Electronics,Wireless Mouse,4,92.2,Debit Card,Delivered
1517,U013,2025-04-09,P585,Kitchen,Toaster,4,41.31,PayPal,Returned
1518,U069,2025-04-21,P790,Home Decor,Wall Clock,4,76.74,Credit Card,Cancelled
1519,U150,2025-04-29,P275,Electronics,Smartwatch,5,44.05,UPI,Delivered
1520,U169,2025-04-08,P448,Fashion,Sneakers,4,79.58,UPI,Processing
1521,U188,2025-04-27,P409,Fashion,Sunglasses,4,87.03,Debit Card,Returned
1522,U075,2025-04-16,P527,Books,Spark for Dummies,5,68.94,PayPal,Processing
1523,U167,2025-05-03,P766,Kitchen,Microwave,3,14.96,Credit Card,Cancelled
1524,U194,2025-04-04,P493,Home Decor,Photo Frame,1,46.99,Credit Card,Returned
1525,U157,2025-04-21,P564,Books,AI Revolution,5,12.36,PayPal,Processing
1526,U171,2025-05-03,P777,Books,AI Revolution,1,55.26,UPI,Delivered
1527,U099,2025-04-20,P843,Kitchen,Blender,3,77.02,Credit Card,Cancelled
1528,U090,2025-04-18,P256,Electronics,USB-C Cable,2,32.27,Credit Card,Returned
1529,U074,2025-04-15,P810,Fashion,Jeans,1,24.77,PayPal,Delivered
1530,U198,2025-05-02,P587,Kitchen,Blender,2,91.98,PayPal,Returned
1531,U024,2025-04-20,P234,Books,Spark for Dummies,5,25.25,UPI,Cancelled
1532,U174,2025-04-14,P567,Electronics,USB-C Cable,3,21.96,PayPal,Delivered
1533,U179,2025-04-18,P465,Fashion,Sneakers,3,88.6,PayPal,Cancelled
1534,U065,2025-04-04,P548,Electronics,USB-C Cable,1,89.33,UPI,Delivered
1535,U109,2025-04-18,P223,Kitchen,Toaster,4,83.49,PayPal,Delivered
1536,U177,2025-04-21,P132,Books,Spark for Dummies,1,42.95,PayPal,Cancelled
1537,U152,2025-04-12,P103,Books,Big Data Explained,1,88.41,UPI,Processing
1538,U187,2025-04-13,P859,Fashion,Sunglasses,1,94.99,UPI,Returned
1539,U043,2025-04-14,P820,Books,AI Revolution,4,23.49,PayPal,Processing
1540,U007,2025-04-22,P376,Home Decor,Lamp,5,13.67,Debit Card,Processing
1541,U015,2025-04-15,P582,Books,AI Revolution,2,86.3,UPI,Delivered
1542,U061,2025-04-20,P813,Kitchen,Microwave,1,73.25,UPI,Cancelled
1543,U111,2025-04-06,P513,Kitchen,Microwave,2,79.9,Debit Card,Processing
1544,U128,2025-04-27,P462,Fashion,Jeans,4,66.73,Debit Card,Delivered
1545,U007,2025-04-06,P582,Kitchen,Knife Set,5,67.94,Credit Card,Cancelled
1546,U112,2025-05-01,P329,Electronics,Smartwatch,3,96.21,UPI,Returned
1547,U067,2025-04-25,P121,Kitchen,Toaster,1,88.34,Credit Card,Cancelled
1548,U146,2025-04-06,P840,Home Decor,Cushion Cover,4,44.37,UPI,Cancelled
1549,U189,2025-04-22,P131,Fashion,Jeans,3,61.81,Debit Card,Returned
1550,U160,2025-05-01,P264,Books,AI Revolution,5,66.53,Credit Card,Returned
1551,U118,2025-05-01,P207,Fashion,Jacket,3,27.84,PayPal,Cancelled
1552,U161,2025-05-02,P906,Fashion,Jeans,3,86.11,UPI,Returned
1553,U176,2025-05-03,P562,Electronics,USB-C Cable,2,53.66,UPI,Delivered
1554,U053,2025-04-23,P877,Books,Data Engineering 101,1,48.95,Debit Card,Returned
1555,U189,2025-04-26,P449,Kitchen,Toaster,4,38.59,PayPal,Processing
1556,U017,2025-04-06,P998,Kitchen,Knife Set,5,54.66,PayPal,Processing
1557,U120,2025-04-29,P110,Electronics,Power Bank,3,28.14,UPI,Cancelled
1558,U088,2025-04-26,P203,Kitchen,Cutting Board,4,62.38,PayPal,Processing
1559,U147,2025-04-06,P343,Kitchen,Toaster,1,21.69,PayPal,Returned
1560,U115,2025-04-06,P859,Home Decor,Wall Clock,3,31.24,Credit Card,Cancelled
1561,U095,2025-04-13,P153,Fashion,Jacket,4,40.28,Credit Card,Returned
1562,U161,2025-04-10,P676,Electronics,Smartwatch,4,43.98,PayPal,Cancelled
1563,U070,2025-04-11,P214,Electronics,USB-C Cable,1,22.95,PayPal,Processing
1564,U140,2025-04-08,P616,Home Decor,Photo Frame,4,36.02,Credit Card,Delivered
1565,U009,2025-04-18,P525,Fashion,Sneakers,2,13.35,Credit Card,Cancelled
1566,U068,2025-04-07,P122,Books,Spark for Dummies,3,27.4,UPI,Returned
1567,U089,2025-04-28,P679,Kitchen,Blender,3,17.71,UPI,Processing
1568,U048,2025-04-17,P192,Fashion,T-Shirt,3,68.65,Debit Card,Cancelled
1569,U118,2025-04-15,P429,Electronics,Smartwatch,5,58.73,PayPal,Cancelled
1570,U150,2025-04-29,P857,Books,Spark for Dummies,1,19.25,Credit Card,Delivered
1571,U085,2025-04-12,P277,Kitchen,Toaster,3,98.33,Debit Card,Processing
1572,U182,2025-04-29,P517,Electronics,Power Bank,2,68.27,UPI,Processing
1573,U028,2025-04-07,P348,Electronics,Wireless Mouse,2,53.99,PayPal,Delivered
1574,U189,2025-04-04,P730,Books,AI Revolution,5,50.45,PayPal,Cancelled
1575,U104,2025-04-27,P880,Home Decor,Photo Frame,5,96.57,PayPal,Cancelled
1576,U192,2025-04-21,P536,Home Decor,Lamp,3,60.21,Debit Card,Cancelled
1577,U085,2025-04-14,P687,Fashion,Sunglasses,3,66.91,Debit Card,Cancelled
1578,U192,2025-05-01,P585,Kitchen,Blender,2,75.68,UPI,Delivered
1579,U017,2025-04-16,P542,Electronics,Smartwatch,2,96.77,Credit Card,Processing
1580,U002,2025-04-11,P343,Electronics,Bluetooth Headphones,3,36.86,Debit Card,Processing
1581,U062,2025-04-27,P568,Fashion,Jacket,2,32.99,Credit Card,Cancelled
1582,U072,2025-04-10,P424,Home Decor,Wall Clock,2,65.05,PayPal,Processing
1583,U090,2025-04-24,P271,Home Decor,Wall Clock,4,44.79,Debit Card,Returned
1584,U132,2025-04-29,P735,Kitchen,Blender,5,57.54,PayPal,Processing
1585,U032,2025-04-28,P618,Books,Data Engineering 101,4,28.02,Debit Card,Processing
1586,U011,2025-04-18,P446,Kitchen,Blender,4,89.16,PayPal,Delivered
1587,U022,2025-05-02,P587,Home Decor,Wall Clock,1,97.7,UPI,Processing
1588,U010,2025-04-13,P683,Fashion,Jeans,3,27.77,Debit Card,Delivered
1589,U078,2025-04-07,P575,Kitchen,Microwave,1,22.93,UPI,Processing
1590,U092,2025-04-26,P693,Fashion,T-Shirt,1,39.68,Debit Card,Returned
1591,U138,2025-04-24,P370,Fashion,Jeans,4,32.11,UPI,Processing
1592,U101,2025-05-02,P464,Home Decor,Wall Art,5,11.57,Credit Card,Delivered
1593,U067,2025-04-13,P982,Electronics,Bluetooth Headphones,1,62.03,UPI,Cancelled
1594,U088,2025-04-29,P364,Home Decor,Cushion Cover,3,41.54,UPI,Delivered
1595,U050,2025-04-23,P146,Books,Data Engineering 101,4,85.95,Debit Card,Processing
1596,U041,2025-04-11,P899,Kitchen,Blender,5,19.37,Credit Card,Processing
1597,U060,2025-04-14,P598,Home Decor,Wall Art,5,73.45,UPI,Returned
1598,U033,2025-04-14,P415,Fashion,Jacket,1,27.5,Debit Card,Delivered
1599,U169,2025-04-06,P861,Electronics,Power Bank,3,55.64,Credit Card,Returned
1600,U125,2025-05-01,P999,Home Decor,Wall Art,4,30.98,Credit Card,Delivered
1601,U038,2025-04-27,P336,Fashion,Sneakers,5,44.57,Credit Card,Delivered
1602,U024,2025-04-22,P191,Books,Spark for Dummies,2,10.16,PayPal,Cancelled
1603,U195,2025-04-23,P786,Books,Spark for Dummies,2,64.99,UPI,Cancelled
1604,U189,2025-04-05,P134,Home Decor,Wall Art,1,22.33,PayPal,Delivered
1605,U181,2025-04-21,P588,Kitchen,Knife Set,5,96.29,UPI,Delivered
1606,U144,2025-04-06,P189,Fashion,Jeans,1,63.06,Credit Card,Cancelled
1607,U060,2025-04-05,P786,Home Decor,Wall Art,5,70.26,Debit Card,Cancelled
1608,U056,2025-04-05,P745,Electronics,Smartwatch,4,50.8,PayPal,Cancelled
1609,U078,2025-04-30,P595,Electronics,Wireless Mouse,3,87.97,Debit Card,Delivered
1610,U101,2025-04-10,P195,Kitchen,Cutting Board,3,50.59,Credit Card,Processing
1611,U007,2025-04-12,P962,Electronics,Bluetooth Headphones,2,15.88,Debit Card,Delivered
1612,U177,2025-04-21,P750,Books,Spark for Dummies,2,30.97,Debit Card,Cancelled
1613,U093,2025-04-25,P695,Electronics,USB-C Cable,1,61.67,Debit Card,Returned
1614,U089,2025-04-24,P579,Books,Big Data Explained,4,24.25,UPI,Returned
1615,U061,2025-04-30,P202,Home Decor,Wall Art,2,85.6,Credit Card,Delivered
1616,U196,2025-05-01,P169,Kitchen,Cutting Board,5,35.0,Credit Card,Delivered
1617,U108,2025-04-11,P206,Fashion,Jacket,1,34.19,PayPal,Processing
1618,U070,2025-04-05,P199,Electronics,Wireless Mouse,5,69.92,PayPal,Delivered
1619,U021,2025-04-20,P274,Books,AI Revolution,1,17.98,Credit Card,Returned
1620,U194,2025-04-23,P687,Fashion,T-Shirt,4,76.71,Credit Card,Returned
1621,U179,2025-04-22,P827,Kitchen,Microwave,5,23.29,UPI,Delivered
1622,U072,2025-05-03,P580,Electronics,Power Bank,1,98.44,PayPal,Processing
1623,U191,2025-04-16,P789,Home Decor,Cushion Cover,2,42.89,PayPal,Cancelled
1624,U176,2025-04-22,P280,Kitchen,Cutting Board,1,71.17,UPI,Processing
1625,U195,2025-04-20,P258,Kitchen,Blender,1,19.28,UPI,Processing
1626,U172,2025-04-07,P687,Home Decor,Wall Art,2,22.15,Credit Card,Delivered
1627,U036,2025-04-15,P409,Electronics,Wireless Mouse,2,46.96,Debit Card,Returned
1628,U046,2025-05-03,P879,Books,Big Data Explained,3,65.64,PayPal,Delivered
1629,U124,2025-04-09,P691,Kitchen,Blender,1,54.72,PayPal,Cancelled
1630,U183,2025-04-06,P362,Fashion,Sunglasses,3,82.91,Debit Card,Delivered
1631,U098,2025-04-23,P268,Electronics,Bluetooth Headphones,3,26.07,UPI,Cancelled
1632,U198,2025-05-03,P952,Kitchen,Knife Set,3,71.6,Debit Card,Processing
1633,U103,2025-04-20,P385,Electronics,Smartwatch,2,49.92,PayPal,Cancelled
1634,U085,2025-04-06,P596,Home Decor,Cushion Cover,1,35.5,PayPal,Processing
